092年05月05日 至 110年03月17日 除權除息計算結果表,,,,,,,,,,,,,,
資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘
0100年07月25日,9905,大華,44,42.5,1.5,息,45.45,39.55,42.5,42.5,除權息資料,109年第3季,23.23,1.61
0100年07月26日,1101,台泥,48.3,46.3,2,息,49.5,43.1,46.3,46.3,除權息資料,109年第3季,32.61,3.15
0100年07月26日,1525,江申,62,57.61,4.380952,權息,61.6,53.6,57.6,57.61,除權息資料,109年第3季,56.28,2.74
0100年07月26日,1904,正隆,13.9,12.78,1.111539,權息,13.65,11.9,12.8,12.78,除權息資料,109年第3季,21.97,2.36
0100年07月26日,2009,第一銅,13.85,12.75,1.1,息,13.6,11.9,12.75,12.75,除權息資料,109年第3季,10.13,-0.01
0100年07月26日,2034,允強,21.65,20.43,1.211217,息,21.85,19,20.45,20.43,除權息資料,109年第3季,17.43,1.15
0100年07月26日,2059,川湖,132,126.5,5.5,息,135,118,126.5,126.5,除權息資料,109年第4季,116.7,12.22
0100年07月26日,2308,台達電,108,102.8,5.195464,息,109.5,95.7,103,102.8,除權息資料,109年第4季,56.17,9.81
0100年07月26日,2332,友訊,26,24.67,1.324544,息,26.35,22.95,24.65,24.67,除權息資料,109年第3季,12.68,0.38
0100年07月26日,2464,盟立,33.35,29.66,3.683334,權息,31.7,27.6,29.65,29.66,除權息資料,109年第3季,20.29,2.09
0100年07月26日,2478,大毅,27,24.08,2.919629,權息,25.75,22.4,24.1,24.08,除權息資料,109年第3季,39.26,4.33
0100年07月26日,2542,興富發,72,65.9,6.09691,息,70.5,61.3,65.9,65.9,除權息資料,109年第3季,27.71,1.92
0100年07月26日,2913,農林,19.85,19.65,0.190627,息,21,18.3,19.65,19.65,除權息資料,109年第3季,19.82,-0.12
0100年07月26日,3356,奇偶,126.5,110.5,15.990134,權息,118,103,110.5,110.5,除權息資料,109年第3季,18.6,0.9
0100年07月26日,4106,雃博,41.2,36.45,4.745455,權息,39,33.9,36.45,36.45,除權息資料,109年第3季,20.4,0.9
0100年07月26日,4526,東台,43.5,39.16,4.333333,權息,41.9,36.45,39.15,39.16,除權息資料,109年第3季,20.03,-0.37
0100年07月26日,6239,力成,97.6,85.09,12.509091,權息,91,79.2,85.1,85.09,除權息資料,109年第3季,57.35,6.46
0100年07月26日,8374,羅昇,78.8,65.25,13.55,權息,69.8,60.7,65.3,65.25,除權息資料,109年第3季,17.31,0.54
0100年07月26日,9921,巨大,119,114,5,息,121.5,106.5,114,114,除權息資料,109年第3季,62.96,9.69
0100年07月26日,9925,新保,27.45,25.75,1.7,息,27.55,23.95,25.75,25.75,除權息資料,109年第3季,24.29,1.88
0100年07月27日,1464,得力,9.72,9.57,0.15,息,10.2,8.91,9.57,9.57,除權息資料,109年第3季,12.45,-0.33
0100年07月27日,3033,威健,28.05,24.65,3.391715,權息,26.35,22.95,24.65,24.65,除權息資料,109年第3季,16.02,1.44
0100年07月27日,3036,文曄,55.4,50.59,4.803193,權息,54.1,47.05,50.6,50.59,除權息資料,109年第4季,49.92,5.22
0100年07月27日,3454,晶睿,84.2,79.07,5.12036,權息,84.6,73.6,79.1,79.07,除權息資料,109年第4季,33.35,2.9
0100年07月27日,8078,華寶,38.8,38.3,0.5,息,40.95,35.65,38.3,38.3,除權息資料,102年第3季,16.18,-0.16
0100年07月27日,8131,福懋科,35.4,32.9,2.5,息,35.2,30.6,32.9,32.9,除權息資料,109年第4季,26.72,3.17
0100年07月27日,9907,統一實,20,18.28,1.714286,權息,19.55,17.05,18.3,18.28,除權息資料,109年第3季,11.7,0.54
0100年07月27日,9941,裕融,80.3,77.5,2.8,息,82.9,72.1,77.5,77.5,除權息資料,109年第3季,42.38,6.6
0100年07月28日,1103,嘉泥,19.65,18.78,0.863593,權息,20.05,17.5,18.8,18.78,除權息資料,109年第3季,34.66,0.82
0100年07月28日,1110,東泥,12.7,12.6,0.1,息,13.45,11.75,12.6,12.6,除權息資料,109年第3季,14.77,0.01
0100年07月28日,1307,三芳,34.3,31.18,3.118182,權,33.35,29,31.2,31.18,除權息資料,109年第3季,19.78,0.31
0100年07月28日,1434,福懋,34,32,2,息,34.2,29.8,32,32,除權息資料,109年第4季,36.54,1.25
0100年07月28日,1618,合機,16,15.24,0.757282,權息,16.3,14.2,15.25,15.24,除權息資料,109年第3季,17.48,0.83
0100年07月28日,2049,上銀,396,381.55,14.446602,權息,408,355,381.5,381.55,除權息資料,109年第3季,76.89,4.27
0100年07月28日,2337,旺宏,18.3,16.6,1.695864,息,17.75,15.45,16.6,16.6,除權息資料,109年第4季,19.52,2.9
0100年07月28日,2352,佳世達,10.8,10.09,0.701961,權息,10.75,9.39,10.1,10.09,除權息資料,109年第3季,17.67,1.64
0100年07月28日,2476,鉅祥,20.55,19.35,1.2,息,20.7,18,19.35,19.35,除權息資料,109年第4季,25.5,0
0100年07月28日,2514,龍邦,12.85,12.25,0.6,息,13.1,11.4,12.25,12.25,除權息資料,109年第3季,22.3,-0.64
0100年07月28日,2801,彰銀,25,22.67,2.321101,權息,24.25,21.1,22.65,22.67,除權息資料,109年第4季,15.89,0.68
0100年07月28日,2823,中壽,42.3,41.6,0.7,息,44.5,38.7,41.6,41.6,除權息資料,109年第4季,37.97,3.29
0100年07月28日,2882,國泰金,45.3,44.41,0.888235,權,47.5,41.35,44.4,44.41,除權息資料,109年第3季,55.31,4.55
0100年07月28日,3032,偉訓,12.35,11.23,1.112377,權息,12,10.45,11.25,11.23,除權息資料,109年第3季,20.69,3.37
0100年07月28日,3383,新世紀,82.7,67.48,15.21117,權,72.2,62.8,67.5,67.48,除權息資料,109年第3季,3.1,-3.72
0100年07月28日,3514,昱晶,73.5,64.28,9.214231,權息,68.7,59.8,64.3,64.28,除權息資料,107年第2季,19.02,-1.73
0100年07月28日,4104,佳醫,88.2,85.7,2.5,息,91.6,79.8,85.7,85.7,除權息資料,109年第3季,53.22,3.06
0100年07月28日,6108,競國,30.6,28.6,2,息,30.6,26.6,28.6,28.6,除權息資料,109年第3季,21.66,-0.25
0100年07月28日,8046,南電,100,96.71,3.281554,權息,103,90,96.7,96.71,除權息資料,109年第4季,50.08,5.67
0100年07月28日,9933,中鼎,41,38.57,2.422438,息,41.25,35.9,38.55,38.57,除權息資料,109年第4季,20.77,1.01
0100年07月29日,1313,聯成,25.05,23.06,1.982645,息,24.65,21.45,23.05,23.06,除權息資料,109年第3季,17.37,0.65
0100年07月29日,1465,偉全,21,18.8,2.2,息,20.1,17.5,18.8,18.8,除權息資料,109年第3季,16.57,-0.25
0100年07月29日,1617,榮星,12.95,12.55,0.399661,息,13.4,11.7,12.55,12.55,除權息資料,109年第3季,12.02,0.88
0100年07月29日,2014,中鴻,14.5,13.36,1.134616,權息,14.25,12.45,13.35,13.36,除權息資料,109年第4季,10.61,0.37
0100年07月29日,2315,神達,11.35,11.2,0.149995,息,11.95,10.45,11.2,11.2,除權息資料,102年第1季,20.44,-0.1
0100年07月29日,2317,鴻海,90.3,81.18,9.118182,權息,86.8,75.5,81.2,81.18,除權息資料,109年第3季,87.36,4.03
0100年07月29日,2328,廣宇,39.3,38.61,0.686139,權息,41.3,35.95,38.6,38.61,除權息資料,109年第3季,20.98,0.9
0100年07月29日,2357,華碩,310.5,243.03,67.467212,權息,260,226.5,243,243.03,除權息資料,109年第3季,247.4,22.5
0100年07月29日,2887,台新金,17.15,15.81,1.336916,權息,16.9,14.75,15.8,15.81,除權息資料,109年第4季,15.88,1.17
0100年07月29日,2887C,新丙特,33.4,32.27,1.126224,息,34.5,30.05,32.25,32.27,除權息資料,109年第4季,15.88,1.17
0100年07月29日,2892,第一金,25.6,23.51,2.083568,權息,25.5,21.9,23.85,23.86,除權息資料,109年第3季,16.85,1.04
0100年07月29日,3311,閎暉,70,63.21,6.782178,權息,67.6,58.8,63.2,63.21,除權息資料,109年第4季,34.87,-6.1
0100年07月29日,3535,晶彩科,23.55,21.83,1.718317,權息,23.35,20.35,21.85,21.83,除權息資料,109年第3季,12.16,-0.18
0100年07月29日,3596,智易,43.6,38.28,5.310686,權息,40.95,35.65,38.3,38.28,除權息資料,109年第3季,53.33,5.8
0100年07月29日,3617,碩天,140,136.53,3.466477,息,146,127,136.5,136.53,除權息資料,109年第3季,54.95,4.42
0100年07月29日,3686,達能,36.75,35.32,1.423914,權息,37.75,32.85,35.3,35.32,除權息資料,109年第4季,6.92,-1.33
0100年07月29日,4942,嘉彰,47.5,43.28,4.212636,權息,46.3,40.3,43.3,43.28,除權息資料,109年第3季,50.09,3.27
0100年07月29日,8213,志超,27.75,27.54,0.203196,權,29.65,25.65,27.75,27.75,除權息資料,109年第4季,47.98,0
0100年07月29日,8215,明基材,16.9,16.28,0.613733,權息,17.4,15.15,16.3,16.28,除權息資料,109年第4季,13.48,1.23
0100年08月01日,1517,利奇,13.2,12.5,0.7,息,13.35,11.65,12.5,12.5,除權息資料,109年第3季,13.89,0.16
0100年08月01日,1531,高林股,32.5,30.7,1.8,息,32.8,28.6,30.7,30.7,除權息資料,109年第3季,19.12,-0.27
0100年08月01日,2382,廣達,71,67.4,3.599081,息,72.1,62.7,67.4,67.4,除權息資料,109年第3季,35.6,4.33
0100年08月01日,2617,台航,32,29.8,2.2,息,31.85,27.75,29.8,29.8,除權息資料,109年第3季,24.09,0.83
0100年08月01日,2836,高雄銀,13.9,12.44,1.45157,權息,13.3,11.6,12.45,12.44,除權息資料,109年第3季,14.87,0.53
0100年08月01日,5534,長虹,91.2,84.15,7.041584,權息,90,78.3,84.2,84.15,除權息資料,109年第3季,58.87,5.05
0100年08月01日,6209,今國光,45.5,44.5,1,息,47.6,41.4,44.5,44.5,除權息資料,109年第3季,18.68,-0.85
0100年08月01日,6215,和椿,24.55,22.75,1.8,息,24.3,21.2,22.75,22.75,除權息資料,109年第3季,12.89,0.8
0100年08月01日,8021,尖點,27.4,26,1.398798,權息,27.8,24.2,26,26,除權息資料,109年第4季,31.26,1.98
0100年08月02日,1227,佳格,141,110.8,30.2,權息,118.5,103.5,111,110.8,除權息資料,109年第3季,18.49,2.79
0100年08月02日,1229,聯華,24.5,22.62,1.878131,權息,24.2,21.05,22.6,22.62,除權息資料,109年第3季,22.74,1.76
0100年08月02日,1444,力麗,16.85,14.46,2.380974,權息,15.45,13.45,14.45,14.46,除權息資料,109年第3季,10.52,-0.43
0100年08月02日,1447,力鵬,15.45,13.59,1.859091,權息,14.5,12.65,13.6,13.59,除權息資料,109年第3季,11.1,-0.52
0100年08月02日,1708,東鹼,36.7,35.2,1.5,息,37.65,32.75,35.2,35.2,除權息資料,109年第3季,25.27,0.44
0100年08月02日,1726,永記,48.9,46.4,2.5,息,49.6,43.2,46.4,46.4,除權息資料,109年第3季,52.22,3.73
0100年08月02日,1727,中華化,24.7,22.4,2.297675,權,23.95,20.85,22.4,22.4,除權息資料,109年第4季,11.74,0
0100年08月02日,2033,佳大,14.85,14.05,0.8,息,15,13.1,14.05,14.05,除權息資料,109年第4季,12.91,0
0100年08月02日,2106,建大,44.8,39.36,5.432574,權息,42.1,36.65,39.35,39.36,除權息資料,109年第3季,20.49,0.67
0100年08月02日,2345,智邦,17.7,15.72,1.975905,權息,16.8,14.65,15.7,15.72,除權息資料,109年第3季,23.35,6.62
0100年08月02日,2384,勝華,39.1,34.6,4.494639,權息,37,32.2,34.6,34.6,除權息資料,109年第2季,-9.24,-0.19
0100年08月02日,3037,欣興,51.2,48.6,2.6,息,52,45.2,48.6,48.6,除權息資料,109年第4季,33,3.74
0100年08月02日,3533,嘉澤,90.5,83.5,6.99224,息,89.3,77.7,83.5,83.5,除權息資料,109年第3季,123.05,20.14
0100年08月02日,3588,通嘉,72.3,65.67,6.625733,權息,70.2,61.1,65.7,65.67,除權息資料,109年第3季,27.69,0.76
0100年08月02日,3673,TPK-KY,881,839.04,41.952373,權,897,781,839,839.04,除權息資料,109年第3季,88.57,1.94
0100年08月02日,5305,敦南,17.35,16.64,0.704725,息,17.8,15.5,16.65,16.64,除權息資料,109年第3季,30.01,7.7
0100年08月02日,6120,達運,18.6,16.95,1.647195,息,18.1,15.8,16.95,16.95,除權息資料,109年第4季,14.92,-1.86
0100年08月02日,6216,居易,18.45,17.26,1.182653,息,18.45,16.1,17.25,17.26,除權息資料,109年第3季,17.05,0.92
0100年08月02日,8940,新天地,32.4,31.08,1.316256,權息,33.25,28.95,31.1,31.08,除權息資料,109年第4季,10.11,-0.86
0100年08月03日,1530,亞崴,33.7,31.14,2.557143,權息,33.3,29,31.15,31.14,除權息資料,109年第3季,31.94,3.75
0100年08月03日,1583,程泰,38.85,36.04,2.802381,權息,38.55,33.55,36.05,36.04,除權息資料,109年第3季,42.82,3.92
0100年08月03日,1611,中電,25.35,24.06,1.281478,息,25.7,22.4,24.05,24.06,除權息資料,109年第3季,12.91,0.19
0100年08月03日,1725,元禎,23.25,20.35,2.897578,權息,21.75,18.95,20.35,20.35,除權息資料,109年第3季,17.58,0.81
0100年08月03日,2355,敬鵬,22.45,21.2,1.25,息,22.65,19.75,21.2,21.2,除權息資料,109年第3季,37.98,-0.14
0100年08月03日,2473,思源,30.9,29.54,1.351837,息,31.6,27.5,29.55,29.54,除權息資料,,,
0100年08月03日,3027,盛達,11.3,11.19,0.10157,息,11.95,10.45,11.2,11.19,除權息資料,109年第3季,14.86,0.44
0100年08月03日,3042,晶技,48,44.6,3.392032,權息,47.7,41.5,44.6,44.6,除權息資料,109年第3季,28.9,3.37
0100年08月03日,3305,昇貿,54.8,50.57,4.227597,權息,54.1,47.05,50.6,50.57,除權息資料,109年第3季,29.99,1
0100年08月03日,6192,巨路,85.5,78.57,6.928571,權息,84,73.1,78.6,78.57,除權息資料,109年第3季,46.84,5.11
0100年08月04日,1416,廣豐,12.65,12.15,0.5,息,13,11.3,12.15,12.15,除權息資料,109年第3季,19.01,-1.03
0100年08月04日,1440,南紡,19.3,17.96,1.338835,權息,19.2,16.75,17.95,17.96,除權息資料,109年第3季,14.67,0.15
0100年08月04日,1455,集盛,19.4,18.3,1.098114,權,19.55,17.05,18.3,18.3,除權息資料,109年第3季,11.63,-0.56
0100年08月04日,1582,信錦,42.6,39.11,3.484692,息,41.8,36.4,39.1,39.11,除權息資料,109年第4季,47.68,0
0100年08月04日,2105,正新,87.6,71.33,16.266667,權息,76.3,66.4,71.3,71.33,除權息資料,109年第3季,23.39,0.87
0100年08月04日,2324,仁寶,37.35,34.64,2.709202,息,37.05,32.25,34.65,34.64,除權息資料,109年第3季,23.64,1.1
0100年08月04日,2383,台光電,26.35,24.02,2.321969,權息,25.7,22.35,24,24.02,除權息資料,109年第4季,50.28,11.33
0100年08月04日,2477,美隆電,13.75,12.95,0.8,息,13.85,12.05,12.95,12.95,除權息資料,109年第3季,15.09,0.66
0100年08月04日,2605,新興,32.7,30.2,2.5,息,32.3,28.1,30.2,30.2,除權息資料,109年第3季,25.69,0.6
0100年08月04日,2851,中再保,17.8,16.8,1,息,17.95,15.65,16.8,16.8,除權息資料,109年第3季,21.34,2.42
0100年08月04日,2912,統一超,180,175.1,4.9,息,187,163,175,175.1,除權息資料,109年第4季,34.65,9.85
0100年08月04日,3008,大立光,988,974.5,13.5,息,"1,040.00",907,975,974.5,除權息資料,109年第4季,"1,049.66",182.9
0100年08月04日,3022,威強電,41.1,38.09,3.002289,息,40.75,35.45,38.1,38.09,除權息資料,109年第4季,43,5.64
0100年08月04日,3025,星通,12.3,11.68,0.612992,息,12.45,10.9,11.7,11.68,除權息資料,109年第3季,11.61,0.77
0100年08月04日,3058,立德,12.95,11.72,1.223018,息,12.5,10.9,11.7,11.72,除權息資料,109年第3季,12.15,-0.45
0100年08月04日,3209,全科,36.1,30.08,6.013044,權息,32.15,28,30.1,30.08,除權息資料,109年第3季,16.47,1.97
0100年08月04日,4119,旭富,68.1,60.87,7.222296,權息,65.1,56.7,60.9,60.87,除權息資料,109年第3季,45.68,8.04
0100年08月04日,4906,正文,32.65,30.87,1.776309,權息,33,28.75,30.85,30.87,除權息資料,109年第3季,25.78,3.54
0100年08月04日,5388,中磊,36.6,35.12,1.47017,息,37.55,32.7,35.1,35.12,除權息資料,109年第3季,29.39,2.44
0100年08月04日,5434,崇越,47.85,44.16,3.683334,權息,47.25,41.1,44.15,44.16,除權息資料,109年第3季,54.45,8.37
0100年08月04日,5469,瀚宇博,16,15.41,0.585742,權,16.45,14.35,15.4,15.41,除權息資料,109年第3季,45.43,4.51
0100年08月04日,6112,聚碩,28.9,24.9,3.99091,權息,26.6,23.2,24.9,24.9,除權息資料,109年第4季,22.68,2.91
0100年08月04日,6117,迎廣,14.6,14.3,0.3,息,15.3,13.3,14.3,14.3,除權息資料,109年第3季,13.46,-0.32
0100年08月04日,8103,瀚荃,43.9,39.23,4.669272,權息,41.95,36.5,39.25,39.23,除權息資料,109年第3季,31.98,2.17
0100年08月04日,9927,泰銘,38.6,36.3,2.294548,息,38.8,33.8,36.3,36.3,除權息資料,109年第3季,23.77,0.89
0100年08月05日,2020,美亞,21.7,20.9,0.8,息,22.35,19.45,20.9,20.9,除權息資料,109年第3季,13.37,1.32
0100年08月05日,3545,敦泰,40.4,37.62,2.77095,息,40.25,35,37.6,37.62,除權息資料,109年第3季,34.71,1.64
0100年08月05日,5608,四維航,37.5,34.5,3,息,36.9,32.1,34.5,34.5,除權息資料,109年第3季,13.06,-2.77
0100年08月05日,6243,迅杰,26.65,24.75,1.897525,權息,26.45,23.05,24.75,24.75,除權息資料,109年第4季,5.87,-0.82
0100年08月05日,8008,建興電,34.4,31.89,2.508736,權息,34.1,29.7,31.9,31.89,除權息資料,102年第1季,26.27,0.45
0100年08月08日,1612,宏泰,12.2,11.6,0.6,息,12.4,10.8,11.6,11.6,除權息資料,109年第3季,15.81,1.14
0100年08月08日,1907,永豐餘,12.9,12.16,0.732513,權息,13,11.35,12.15,12.16,除權息資料,109年第3季,25.14,2.48
0100年08月08日,2006,東和鋼鐵,30.9,29.7,1.1997,息,31.75,27.65,29.7,29.7,除權息資料,109年第3季,24.54,1.97
0100年08月08日,2038,海光,14.7,14.4,0.3,息,15.4,13.4,14.4,14.4,除權息資料,109年第3季,16.04,0.52
0100年08月08日,2301,光寶科,34.2,31.17,3.025871,權息,33.35,29,31.15,31.17,除權息資料,109年第4季,31.67,4.31
0100年08月08日,2616,山隆,19.55,18.03,1.511545,息,19.25,16.8,18.05,18.03,除權息資料,109年第3季,34.98,2.28
0100年08月08日,2723,美食-KY,219,208.57,10.428572,權,223,194,208.5,208.57,除權息資料,109年第3季,56.87,3.71
0100年08月08日,2890,永豐金,11.7,11.07,0.626411,權息,11.8,10.3,11.05,11.07,除權息資料,109年第3季,13.38,0.82
0100年08月08日,2905,三商,34,31.53,2.469324,權息,33.7,29.35,31.55,31.53,除權息資料,109年第3季,21.31,0.73
0100年08月08日,5515,建國,16.45,14.6,1.845349,權息,15.6,13.6,14.6,14.6,除權息資料,109年第3季,16.71,1.07
0100年08月08日,6205,詮欣,17.65,17.05,0.6,息,18.2,15.9,17.05,17.05,除權息資料,109年第4季,25.21,2.01
0100年08月09日,1216,統一,43.05,39.29,3.757547,權息,42,36.55,39.3,39.29,除權息資料,109年第3季,19.45,3.17
0100年08月09日,1304,台聚,35.2,29.73,5.46087,權息,31.8,27.65,29.75,29.73,除權息資料,109年第3季,18.08,1.04
0100年08月09日,1308,亞聚,57,44.4,12.6,權息,47.5,41.3,44.4,44.4,除權息資料,109年第3季,18.48,0.96
0100年08月09日,1309,台達化,18.15,15.75,2.391072,權息,16.85,14.65,15.75,15.75,除權息資料,109年第3季,15.63,3.28
0100年08月09日,1512,瑞利,9.54,9.04,0.5,息,9.67,8.41,9.04,9.04,除權息資料,109年第3季,0.83,-0.45
0100年08月09日,1737,臺鹽,28.7,28.1,0.6,息,30.05,26.15,28.1,28.1,除權息資料,109年第3季,30.56,1.22
0100年08月09日,2329,華泰,6.18,6.23,-0.054589,權,6.66,5.75,6.18,6.18,除權息資料,109年第4季,10.31,-0.48
0100年08月09日,2359,所羅門,10.45,10.15,0.3,息,10.85,9.44,10.15,10.15,除權息資料,109年第3季,26.13,0.29
0100年08月09日,2377,微星,12.15,11.62,0.526934,息,12.4,10.85,11.6,11.62,除權息資料,109年第3季,39.46,7.06
0100年08月09日,2615,萬海,17.35,15.51,1.83781,權息,16.55,14.45,15.5,15.51,除權息資料,109年第3季,16.64,1.6
0100年08月09日,2637,慧洋-KY,40.3,35.27,5.027273,權息,37.7,32.85,35.25,35.27,除權息資料,109年第4季,35.5,0.15
0100年08月09日,2855,統一證,17.75,16.3,1.448114,權息,17.4,15.2,16.3,16.3,除權息資料,109年第3季,19.74,1.36
0100年08月09日,2906,高林,16.15,14.98,1.169343,權息,16,13.95,15,14.98,除權息資料,109年第3季,13.53,-0.06
0100年08月09日,3044,健鼎,100,86.21,13.783784,權息,92.2,80.2,86.2,86.21,除權息資料,109年第4季,68.59,11.65
0100年08月09日,3047,訊舟,10.65,10.04,0.602154,權息,10.7,9.34,10.05,10.04,除權息資料,109年第3季,11.7,0.56
0100年08月09日,3561,昇陽光電,51.9,46.57,5.328571,權息,49.8,43.35,46.55,46.57,除權息資料,107年第2季,20.01,-1.17
0100年08月09日,5203,訊連,76.1,69.1,6.990565,息,73.9,64.3,69.1,69.1,除權息資料,109年第4季,47.39,2.26
0100年08月09日,5531,鄉林,40.9,35.56,5.334783,權,38,33.1,35.55,35.56,除權息資料,109年第3季,10.99,-0.57
0100年08月09日,6277,宏正,65.4,61.3,4.1,息,65.5,57.1,61.3,61.3,除權息資料,109年第4季,40.07,12.55
0100年08月09日,911868,同方友友-DR,5.72,5.66,0.0588,息,6.05,5.27,5.66,5.66,除權息資料,97年第4季,0,0.89
0100年08月10日,1219,福壽,15.65,14.75,0.892719,權息,15.75,13.75,14.75,14.75,除權息資料,109年第3季,13.28,1.48
0100年08月10日,1314,中石化,45.25,40.22,5.022727,權息,43,37.45,40.2,40.22,除權息資料,109年第3季,21.22,0.02
0100年08月10日,1605,華新,11.25,10.85,0.4,息,11.6,10.1,10.85,10.85,除權息資料,109年第4季,26.18,2.04
0100年08月10日,2354,鴻準,110.5,104.28,6.214285,權息,111.5,97,104.5,104.28,除權息資料,109年第3季,71.12,2.57
0100年08月10日,2399,映泰,15.8,14.53,1.27,息,15.5,13.55,14.55,14.53,除權息資料,109年第3季,11.85,0.6
0100年08月10日,2481,強茂,22.05,20.85,1.199516,息,22.3,19.4,20.85,20.85,除權息資料,109年第3季,19.84,2.05
0100年08月10日,2534,宏盛,16.1,14.6,1.5,息,15.6,13.6,14.6,14.6,除權息資料,108年第1季,19.46,0.35
0100年08月10日,2547,日勝生,33.5,29.33,4.166334,權息,31.35,27.3,29.35,29.33,除權息資料,109年第3季,12.61,0.3
0100年08月10日,2854,寶來證,20.05,19.4,0.65,息,20.75,18.05,19.4,19.4,除權息資料,,,
0100年08月10日,2903,遠百,53.6,49.62,3.977359,權息,53,46.15,49.6,49.62,除權息資料,109年第3季,21.47,0.86
0100年08月10日,2908,特力,22.6,21.93,0.665,息,23.45,20.4,21.95,21.93,除權息資料,109年第3季,13.13,1.28
0100年08月10日,3026,禾伸堂,28.7,26.39,2.30621,息,28.2,24.55,26.4,26.39,除權息資料,109年第4季,58.28,8.31
0100年08月10日,3189,景碩,100.5,97.5,3,息,104,90.7,97.5,97.5,除權息資料,109年第4季,56.94,1.21
0100年08月10日,5484,慧友,12.15,11.14,1.003211,權,11.9,10.4,11.15,11.14,除權息資料,109年第3季,8.56,-0.25
0100年08月10日,6230,尼得科超眾,28.7,26.2,2.5,息,28,24.4,26.2,26.2,除權息資料,109年第3季,47.46,6.41
0100年08月11日,1231,聯華食,43.4,41.06,2.332039,權息,43.9,38.2,41.05,41.06,除權息資料,109年第3季,20.67,2.38
0100年08月11日,1325,恆大,18.45,17.32,1.126057,權,18.5,16.15,17.3,17.32,除權息資料,109年第3季,37.74,16.7
0100年08月11日,1519,華城,18.7,17.7,1,息,18.9,16.5,17.7,17.7,除權息資料,109年第3季,12.95,1.16
0100年08月11日,1722,台肥,92,89.8,2.2,息,96,83.6,89.8,89.8,除權息資料,109年第3季,52.08,2.13
0100年08月11日,2392,正崴,83.4,80.11,3.285766,權息,85.7,74.6,80.1,80.11,除權息資料,109年第3季,47.01,3.06
0100年08月11日,2601,益航,66.8,65.79,1.005066,息,70.3,61.2,65.8,65.79,除權息資料,109年第3季,12.39,-0.53
0100年08月11日,2880,華南金,22,20.47,1.528302,權息,21.9,19.05,20.45,20.47,除權息資料,109年第3季,14.39,0.38
0100年08月11日,2883,開發金,9.71,9.61,0.094841,權,10.25,8.94,9.61,9.61,除權息資料,109年第3季,12.69,0.6
0100年08月11日,3003,健和興,21.1,19.35,1.748149,權息,20.7,18,19.35,19.35,除權息資料,109年第3季,30.11,1.81
0100年08月11日,3653,健策,93.5,81.36,12.1355,權息,87,75.7,81.4,81.36,除權息資料,109年第3季,49.66,5.83
0100年08月11日,4532,瑞智,23.95,22.66,1.280097,權息,24.2,21.1,22.65,22.66,除權息資料,109年第3季,15.97,1.13
0100年08月11日,6202,盛群,36.05,32.88,3.164184,息,35.15,30.6,32.9,32.88,除權息資料,109年第4季,19.64,4.56
0100年08月11日,6213,聯茂,35.3,31.65,3.64693,權息,33.85,29.45,31.65,31.65,除權息資料,109年第3季,37.32,5.84
0100年08月11日,6226,光鼎,8.9,8.55,0.342308,權,9.14,7.96,8.55,8.55,除權息資料,109年第3季,10.43,-0.26
0100年08月11日,6251,定穎,12.6,11.46,1.13807,權息,12.25,10.7,11.45,11.46,除權息資料,109年第4季,18.49,2.58
0100年08月11日,6285,啟��,93.1,85.33,7.762893,權息,91.3,79.4,85.3,85.33,除權息資料,109年第3季,41.03,2.89
0100年08月11日,9188,精熙-DR,4.37,4.27,0.092375,息,4.56,3.98,4.27,4.27,除權息資料,97年第4季,0,0.83
0100年08月11日,9914,美利達,69.5,66.2,3.3,息,70.8,61.6,66.2,66.2,除權息資料,109年第3季,50.05,9.75
0100年08月12日,1218,泰山,20.45,19.51,0.935437,權息,20.85,18.15,19.5,19.51,除權息資料,109年第3季,14.11,1.43
0100年08月12日,1442,名軒,28.5,26.17,2.32353,權息,28,24.35,26.15,26.17,除權息資料,109年第3季,16.21,0.16
0100年08月12日,2311,日月光,30.35,26.63,3.710266,權息,28.45,24.8,26.65,26.63,除權息資料,109年第4季,18.89,2.81
0100年08月12日,3016,嘉晶,20,19.12,0.872223,權息,20.45,17.8,19.1,19.12,除權息資料,109年第3季,14.36,0.06
0100年08月12日,3036,文曄,46.3,45.84,0.45285,權,49.5,42.65,46.3,46.3,除權息資料,109年第4季,49.92,5.22
0100年08月12日,3702,大聯大,47.6,41.74,5.856881,權息,44.65,38.85,41.75,41.74,除權息資料,109年第3季,33.87,3.53
0100年08月15日,1513,中興電,16.7,15.7,1,息,16.75,14.65,15.7,15.7,除權息資料,109年第3季,22.18,1.69
0100年08月15日,2397,友通,24,22.97,1.027175,息,24.55,21.4,22.95,22.97,除權息資料,109年第3季,25.48,2.86
0100年08月15日,2428,興勤,31.05,28.65,2.4,息,30.65,26.65,28.65,28.65,除權息資料,109年第3季,52.79,7.47
0100年08月15日,2524,京城,26.9,24.72,2.177778,權息,26.45,23,24.7,24.72,除權息資料,109年第3季,38.29,3.28
0100年08月15日,2530,華建,12,11.7,0.292683,權,12.5,10.9,11.7,11.7,除權息資料,109年第3季,11.18,-0.23
0100年08月15日,3041,揚智,30.35,27.75,2.597623,息,29.65,25.85,27.75,27.75,除權息資料,109年第4季,16.34,-1.26
